Reveiw,Rating
Product Is not good it starts breaks while using to tighten a screw it's very bad productREAD MORE,1
OkgoodREAD MORE,4
Perfect product...READ MORE,5
Bad productsREAD MORE,1
Very bad quality needle not straightREAD MORE,1
Low quality...no magnetREAD MORE,1
Very nice kitREAD MORE,5
it was osum quality but money is to much either market value..delivery boy goodREAD MORE,3
Nice workingREAD MORE,5
goodREAD MORE,3
Nice productsREAD MORE,5
Very goodREAD MORE,5
Good productREAD MORE,5
"The driver shanks are not fitting properly in the handle slot, they can be loosely just inserted. A forceps given cannot be opened properly to hold anything and sides are very sharp so need to be very careful while using. Quality of the whole product is very poor.READ MORE",1
Good product 😀😃😄READ MORE,5
NiceREAD MORE,5
OkREAD MORE,4
Bad quality productREAD MORE,1
GoodREAD MORE,3
NiceREAD MORE,4
ExcellentREAD MORE,5
"so far the magnet feels weak for a screw driver, otherwise it looks good.READ MORE",3
Useless... Within one use the screw gets damaged specially the smaller onesNever go for this..READ MORE,1
good but very smallREAD MORE,5
GoodREAD MORE,4
Good product but handle must be a little longerREAD MORE,5
Good....READ MORE,4
BetterREAD MORE,4
BetterREAD MORE,4
ExlentREAD MORE,4
got used product.. very disappointed..READ MORE,1
NiceREAD MORE,3
GoodREAD MORE,3
Very nice 🙂🙂🙂READ MORE,5
Not badREAD MORE,2
"Feature is good, but quality and finishing is note goodREAD MORE",1
GoodREAD MORE,5
OkREAD MORE,5
Good qualityREAD MORE,4
It are good product but magnetic is lossesREAD MORE,3
Very niceREAD MORE,5
Super and handyREAD MORE,5
Nice productREAD MORE,5
GoodREAD MORE,5
PatheticREAD MORE,1
Not good..👎READ MORE,2
"The Product is OK as per the price. It could not be used for heavy work, as the handle is not upto the mark. This can be used for small appliances.READ MORE",3
GoodREAD MORE,5
The Quality of this product is very very bad.READ MORE,1
Very good productREAD MORE,4
"Good product but some minor problem like magnate, alignment and expected material.READ MORE",4
Good... ☺READ MORE,3
GoodREAD MORE,5
no uselessREAD MORE,2
GoodREAD MORE,3
GoodREAD MORE,5
It's bentREAD MORE,1
AwesomeREAD MORE,5
It us verry amazing toolsREAD MORE,5
Good for small purpose....READ MORE,3
AwosmREAD MORE,3
Very badREAD MORE,1
GoodREAD MORE,3
Don't buy this productREAD MORE,2
OkREAD MORE,4
GoodREAD MORE,3
Small sizeREAD MORE,2
Worthy product for beginnersREAD MORE,5
Worthy product for beginnersREAD MORE,5
NiceREAD MORE,4
A small kit but bestREAD MORE,4
Easy carry and very usefulREAD MORE,4
Inferior qualityREAD MORE,1
Very bad quality productREAD MORE,2
Don't buyREAD MORE,1
NiceREAD MORE,4
Bad qualityREAD MORE,1
It's a useful tool for home workREAD MORE,5
Best in this price rangeREAD MORE,5
nice productREAD MORE,4
Its gd for workREAD MORE,5
not nice productREAD MORE,1
Smaller sizeREAD MORE,2
NiceREAD MORE,5
Ovarall good.. can buyREAD MORE,3
GoodREAD MORE,4
GoodREAD MORE,5
Nice 🙂READ MORE,5
Nice 🙂READ MORE,5
Very low qualityREAD MORE,1
GoodREAD MORE,5
Not so good qualityREAD MORE,3
Quality bad.... diffective piecesREAD MORE,2
SuperREAD MORE,4
Great product . Value for money . Magnet 🧲 wicke but in this price point great productREAD MORE,5
GoodREAD MORE,3
Nice products.....READ MORE,5
LowREAD MORE,3
GoodREAD MORE,5
Very Bad Product ☹️😥READ MORE,2
"Products low quality ,,,READ MORE",1
Good for ispat is lo qualityREAD MORE,4
Good but pins quality need to improveREAD MORE,3
BadREAD MORE,1
Was okREAD MORE,3
Good Quality ItemREAD MORE,5
Nice productREAD MORE,4
Good productREAD MORE,5
Nice Product...READ MORE,3
The smallest ones break very fastelyREAD MORE,1
GoodREAD MORE,4
Good productREAD MORE,5
Really good product.. But 2 piece missingREAD MORE,4
Not very good productREAD MORE,1
GoodREAD MORE,5
NiceREAD MORE,5
ThanksREAD MORE,5
Super please tryREAD MORE,5
Good product in this price.READ MORE,5
OK okREAD MORE,1
NICEREAD MORE,4
Cheap quality. Screw damaged after single use..READ MORE,1
Good product 👍READ MORE,4
Bad productREAD MORE,1
Good qualityREAD MORE,5
Good productREAD MORE,5
GoodREAD MORE,3
Not worthREAD MORE,1
Nice productREAD MORE,5
good jobREAD MORE,5
I opened my oppo a9 it works properlyREAD MORE,5
"Good screw driver, 32 type of screws can be openedREAD MORE",5
Nice productsREAD MORE,5
GoodREAD MORE,4
It is just a toyREAD MORE,1
NiceREAD MORE,3
"Good product, good quality at low priceREAD MORE",5
Nice productREAD MORE,3
Not Good i didn't recommend any one. Don't waste  of your time and money. If you need tools  you should go Branded Tools.READ MORE,1
OkREAD MORE,3
NiceREAD MORE,5
Don waste your money boysREAD MORE,1
OkREAD MORE,5
Nice but smallREAD MORE,5
Very poore quality waist of moneyREAD MORE,1
Value for money 🤑🤑🤑READ MORE,5
AverageREAD MORE,2
Good butREAD MORE,3
Good butREAD MORE,3
Use more often but sometime usefulREAD MORE,3
GoodREAD MORE,4
SuperbREAD MORE,5
BestREAD MORE,5
This product is very good and helpful item at any important timeREAD MORE,4
Good productREAD MORE,4
Worst productREAD MORE,1
Nice 😊😊😊😊READ MORE,4
The screw driver is nice but the only thing that o don't like is that the screw size is small .READ MORE,4
Tha good Rudra DeyREAD MORE,5
nice hand tools 👍READ MORE,5
Its was very small productREAD MORE,1
It is very nice and I am so satisfied with this product at this rate 120 rupeesREAD MORE,4
Material quality is very poor and the tips get deformed after using for 4-5 times. Seems to be made using low strength metal.READ MORE,2
GoodREAD MORE,5
GoodREAD MORE,5
GoodREAD MORE,5
Very nice productsREAD MORE,5
Very good jackly 😀😀😀😀😀READ MORE,3
Nice deserving the priceREAD MORE,5
GoodREAD MORE,5
GoodREAD MORE,4
Nice product and value for money but design and quality should need to improveREAD MORE,4
This product is so hardikREAD MORE,5
GoodREAD MORE,5
Awesome productREAD MORE,5
Not worthREAD MORE,1
Get used productREAD MORE,3
GoodREAD MORE,5
Nice but costlyREAD MORE,5
Simply superREAD MORE,4
OkREAD MORE,1
Good productREAD MORE,3
Quality is not good.value of moneyREAD MORE,1
Good quality u can purchase it. For mobile repair like small repairng. It small toolbax for small dutyREAD MORE,4
NiceREAD MORE,5
OkREAD MORE,3
Can't use for too tight screws...Can't be used for screws fitted too deep as the product is not long and thin enoughREAD MORE,3
nice productREAD MORE,4
nice productREAD MORE,4
This product so good i like this you can also buy thisREAD MORE,5
NiceREAD MORE,5
Almost wellREAD MORE,3
Good qualityREAD MORE,5
Moderate.. Edges aren't Sharpe.READ MORE,2
Good nice useREAD MORE,5
Good quality productREAD MORE,5
GoodREAD MORE,3
Thanks you for FlipkartREAD MORE,5
GoodREAD MORE,3
Ness productREAD MORE,5
Good.READ MORE,4
Good good goodREAD MORE,4
Very small bt very useful 😉READ MORE,4
Cheap productREAD MORE,2
The handle of this product is bentREAD MORE,2
Ok okREAD MORE,3
NormalREAD MORE,3
Very good productREAD MORE,5
Very good productREAD MORE,5
Don't bay this productREAD MORE,1
Best productREAD MORE,5
Thanks for youREAD MORE,5
Very low quality. Some time not able to do some tasks.READ MORE,2
All is goodREAD MORE,5
Very good qualityREAD MORE,5
Strong and good But too small in size But good for this low priceREAD MORE,5
SuperREAD MORE,5
SuperREAD MORE,5
NYCREAD MORE,3
❤️❤️Nice jackly screwdriver set 👌👌👌👌👌❤️READ MORE,5
Magnet not working plz dont purchageREAD MORE,2
Good qualityREAD MORE,4
GoodREAD MORE,5
Bad itemREAD MORE,2
Value for moneyREAD MORE,5
GoodREAD MORE,4
NiceREAD MORE,5
Useful screwdriver setsREAD MORE,5
Useful screwdriver setsREAD MORE,5
This product is very good.but this grip is weak. Thanks for FlipkartREAD MORE,5
Very chip quality. This is not a working tool. Only for show off.READ MORE,1
Any screwdriver not to use mobile openingREAD MORE,1
"Definitely a good item, required around the electronics world at all levels! Must pick for this price!READ MORE",4
Cheap 🤢🤮READ MORE,1
Nice product and good luckREAD MORE,5
Poor productsREAD MORE,1
Low QualityREAD MORE,1
Nice productREAD MORE,4
NiceREAD MORE,5
Good productREAD MORE,5
Very good productREAD MORE,4
Poor quality. Holder is not in straight position. Not able to use it . .READ MORE,1
SuperREAD MORE,5
GoodREAD MORE,5
Just good productREAD MORE,4
NiceREAD MORE,5
NiceREAD MORE,4
superbREAD MORE,5
superbREAD MORE,5
Good productREAD MORE,5
GOOD ONEREAD MORE,4
OkREAD MORE,1
Good productREAD MORE,5
Value for moneyREAD MORE,4
Nice productREAD MORE,5
Nice itemREAD MORE,5
Waste moneyREAD MORE,1
Worsted productsREAD MORE,1
GoodREAD MORE,4
Best product.READ MORE,4
Nice product 👍👍👍👍👍READ MORE,5
Nice productREAD MORE,5
The box is broken. Screw driver set is old and rusty. Not at all a new product. Don't get cheatedREAD MORE,1
Not goodREAD MORE,2
Not a quality productREAD MORE,2
Very good product 🤣😂🙂🤣READ MORE,5
Good productREAD MORE,5
Nice product it is trusty..😍👍🙏READ MORE,5
Nice product it is trusty..😍👍🙏READ MORE,5
This product is OK OK only   Medium quality product not goodREAD MORE,3
great stuff may be very happy about it lo price great and strong stuff  thank you flipkart companyREAD MORE,5
Super below price rageREAD MORE,4
Nice productREAD MORE,5
Its some what okay in terms of built quality poor packaging as the container is made from cheap plastic but the driver insert are goodREAD MORE,3
Product Quadity not up to the mark.READ MORE,2
Value of money product nd very helpful for mini gadgets......i love this❤️❤️READ MORE,5
Product is good . I expect product is larger size that they give as per product image. But it is goodREAD MORE,4
GoodREAD MORE,5
Good jobREAD MORE,5
"Grip is not strong, It's not suitable for heavy screw turningREAD MORE",3
"Cheap quality, not recommendedREAD MORE",1
Very very bad quality  screw bits are like 1 time use only lose their sharpness just after 1 time use china product don't buy go for TAPARIA  screw driver which is also MAKE IN INDIA productREAD MORE,1
The cover body is not too good otherwise an average product.READ MORE,3
It's is good but sutible for hard work. Quality of material is lowREAD MORE,3
It's magnet isn't so strong but this is okI am satisfiedREAD MORE,5
Dont expect it to be very helpful as most screes are new these days. Fairly basic product. Marketing GimmickREAD MORE,2
Very goodREAD MORE,5
Very niceREAD MORE,1
NiceREAD MORE,5
It is a handy and useful tool. can be used for delicate professional work.READ MORE,5
Many types of works this tool...READ MORE,5
It is quite good in this price.. Actually this is a small kit than shown in picture but it is very usefull for computers and small electric works.READ MORE,5
Don't buy thisREAD MORE,1
AverageREAD MORE,3
Worst product don't buyREAD MORE,1
This item is very useful in my house and lovely product for valuable maoneyREAD MORE,3
Nice and good productREAD MORE,5
The product is not so good like I expected. The screwdriver is very poor quality. It can brakes anytime from the holder. The metal portion is not attached straightly with the plastic holder. The magnate power is too low.READ MORE,2
Quality of this product is very badREAD MORE,1
BestREAD MORE,5
Damage itemsREAD MORE,1
GoodREAD MORE,4
BadREAD MORE,1
waste product and request to all my friends that never buy it..🙏READ MORE,1
GoodREAD MORE,5
Don't buy this product... Its screw was not good and makin so badREAD MORE,1
Low quality productREAD MORE,1
Totally useless product . First it's not fit screw  and holder. If u turn the screw driver with holder steel needle will broken that much useless quality. Screw holder also so small sizeREAD MORE,1
Better oneREAD MORE,5
Not ok asper costREAD MORE,2
Cheap qualityI used the first attempt it was brokenREAD MORE,1
Ossam productsREAD MORE,5
GudREAD MORE,5
Quality of product is not good. Very cheap Quality. Product is very weak.READ MORE,2
Nice productREAD MORE,5
Price slightly high but it's okREAD MORE,4
Not good qualityREAD MORE,1
Very low quality and price is very highREAD MORE,1
Nice productREAD MORE,4
Just okay product but in price view bestREAD MORE,3
Not badREAD MORE,4
Nice product at this priceREAD MORE,5
"Usable, but not very good product ,, , Delivery charge is high for this productREAD MORE",1
"Bad qlity for futures and build quality ,I will return this productREAD MORE",2
Not bad but okREAD MORE,5
Timely got itREAD MORE,4
"It's okey with my intex phone,, i think its not good for highend gadgets.READ MORE",3
Just okay...READ MORE,3
Slots to hold bits not goodREAD MORE,3
OsmmmREAD MORE,5
Size is small not like as display picture and got only 30 precision.. 2 were missed inside boxREAD MORE,2
Good qualityREAD MORE,5
Quality wise okREAD MORE,5
Bad qualityREAD MORE,1
Got  damagedREAD MORE,2
NiceREAD MORE,5
"Quality is goodBut screwdriver bits are little smallCan be used anywhere , any screw or nutValue for moneyREAD MORE",5
Nice productsREAD MORE,3
Just ok productREAD MORE,3
Please don't buy it. Very low quality.Tips got broken.READ MORE,1
Very bad flipkart productREAD MORE,1
OkREAD MORE,1
Not so badREAD MORE,4
Nice product and low price But product is box Packaging very badREAD MORE,3
GoodREAD MORE,5
Very poor quality stuff.READ MORE,1
This product good for this price rangeREAD MORE,3
Good .READ MORE,3
Very badREAD MORE,1
SuperREAD MORE,3
Easy to use. Durable product.READ MORE,4
Good itemREAD MORE,5
NiceREAD MORE,5
Bad productREAD MORE,1
It's awesome 👌 cool set great design and nice to use cool stuff tried it for my vesselsREAD MORE,5
Bad qualityREAD MORE,1
Don't buyREAD MORE,1
Main handle not suitable.to bits.total set wasteREAD MORE,1
Main handle not suitable.to bits.total set wasteREAD MORE,1
"Price friendly,but quality is not so good.I think this product is excellent if compare price .READ MORE",3
A needful product every home should have.. often used to tighten the cooker n mixer jar handle...READ MORE,4
Very small sizeREAD MORE,3
OsamREAD MORE,4
Good productsREAD MORE,4
Very goodREAD MORE,4
Don't BayREAD MORE,1
Waste of moneyREAD MORE,2
Value for money productREAD MORE,3
Too small as expectationREAD MORE,3
Everything is fine but the extension bar is a bit crooked.READ MORE,5
Very very good productREAD MORE,4
Bad quality bad finishing.READ MORE,1
Good productREAD MORE,4
GoodREAD MORE,3
Very badREAD MORE,1
Bit goodREAD MORE,4
BadREAD MORE,1
SmallREAD MORE,1
GoodREAD MORE,5
Quality was not goodREAD MORE,1
Bad quality not purces it's..READ MORE,1
not good dealREAD MORE,1
OkREAD MORE,3
Not bad in this price..  go for buying this product in this priceREAD MORE,5
Worst product only one time use. Handel bend after one use.READ MORE,5
"Iron not steel,also no magnetic effect average productREAD MORE",3
NycREAD MORE,5
"Looks like it was used, had some dirt at the handle.READ MORE",3
"Looks like it was used, had some dirt at the handle.READ MORE",3
Very good and use full itemsREAD MORE,5
Bad productREAD MORE,1
It's okREAD MORE,5
Well what we can expect under 100 but still disappointed with quality. Just tried to unscrew my table clock and bit got twisted! :(READ MORE,2
Very small handel tip not proper fitREAD MORE,2
It's useful for me thank you FlipkartREAD MORE,5
BeatREAD MORE,5
Much smaller than excepted else niceREAD MORE,4
GoodREAD MORE,4
Very good product. Worth to buy.READ MORE,5
Not usefulREAD MORE,2
So goodREAD MORE,5
Twilight while opening. Very poor quality.READ MORE,1
"Very bad quality products, when iam used then this will break and too small in size, in picture big images seen but the reality is worseREAD MORE",1
Its good and value for moneyREAD MORE,5
Magnetic power should be increasedREAD MORE,5
Nice  productREAD MORE,5
Superb product 👍🏻READ MORE,5
Thank youREAD MORE,5
Thank youREAD MORE,5
Absolutely fine ☺️READ MORE,5
Normal standardREAD MORE,5
Magnet doesn't work.READ MORE,3
Great deal at this priceREAD MORE,5
Nice productREAD MORE,5
Quality very badREAD MORE,1
GoodREAD MORE,4
Material is too weakREAD MORE,1
Good productREAD MORE,4
NiceREAD MORE,4
GoodREAD MORE,3
Quality is not goodREAD MORE,1
Poor materialREAD MORE,1
AverageREAD MORE,3
Nice productREAD MORE,5
Not badREAD MORE,4
It's okayREAD MORE,4
Very very bad productREAD MORE,1
Nice productREAD MORE,5
Nice productREAD MORE,5
Excellent productREAD MORE,5
Good productREAD MORE,4
Very badREAD MORE,1
Very goodREAD MORE,5
Good and very useful for everyday household works and small repairs that you can DIYREAD MORE,5
"Price is very low,packing goodREAD MORE",5
Only one time use tools are shape out...very delicate...go for anotherREAD MORE,1
Cheap quality but value for moneyREAD MORE,1
Not badREAD MORE,3
quality is very bad. if you use them to tighten any screw teh will bend and the magnetic holder is not at all good.kindy avoid thisREAD MORE,2
GoodREAD MORE,3
Recomend product. Its a best deal. Usable product. Product quality is good and it seems durable.READ MORE,5
Product quality is not goodREAD MORE,2
Very good quality product and best price89READ MORE,4
NiceREAD MORE,5
GoodREAD MORE,5
I thought about different good quality things..but it's not that good and cheap qualityREAD MORE,3
Very  bad product but usefulREAD MORE,1
GoodREAD MORE,4
Veri fainREAD MORE,5
Veri goodREAD MORE,5
The quality is very poor after 2-3 usage the screw is unusable.READ MORE,2
Value for money.READ MORE,5
The magnetic power is very lowREAD MORE,1
OkREAD MORE,3
Not badREAD MORE,4
Its a good productREAD MORE,5
Not a proper fiting sqrew and driver lossREAD MORE,2
It's so small according to me and  I thing it's middle size big it's small sizeREAD MORE,1
Very useful product 🤩 and product packaging is really good✴️✴️✴️✴️✴️READ MORE,5
Damage itemREAD MORE,1
Small pieceREAD MORE,2
"Very nice product, and price is very cheap,thank you flipkart 😉READ MORE",5
Very small size.READ MORE,5
Purchased on July 2021. Rs . It's for beginners. Not for professional work.READ MORE,4
poor quality just don't buy this productREAD MORE,1
Very badREAD MORE,1
"Screw quality is just ok , and box was broken so I replaced it so that atleast to get good boxREAD MORE",1
OkREAD MORE,1
This product is not good for heavy use only because they gliding between the plastic jointREAD MORE,1
Wasted itemREAD MORE,1
Item is goodREAD MORE,5
Poor Quality.... Dont Waste your money...Built quality is very poorREAD MORE,1
Jackky square precison 32 pc.READ MORE,5
Verry niceREAD MORE,5
AwesomeREAD MORE,5
Good product at this price range...READ MORE,4
Use full protactREAD MORE,4
Very poor quality. I have used to open mobile and screwdriver wears out after first use.READ MORE,1
High quality productsREAD MORE,5
This set is good for starting for technical and good for small repairing.ITEMS LIKE CELL PHONE MOBILE PHONE COOLOR FANS.READ MORE,5
GoodREAD MORE,5
"Very awesome product.delivered in 4 days.so, do faster delivery but overall a decent product at this price range.READ MORE",4
WorstREAD MORE,1
good product in low priceREAD MORE,4
Good productREAD MORE,5
Very very Useful...Got it only at price of 99....READ MORE,5
Very poor qualityAll tips getting easily damaged when little bit force applied..READ MORE,1
Nice.. But screw heads are little short...READ MORE,5
Very bad product and their screw very bad in open any machineREAD MORE,2
So sad bat badREAD MORE,1
Wrost productREAD MORE,1
Very bad productREAD MORE,1
Nice Product very helpfulREAD MORE,5
Very Poor Quality Of Product Don't Buy ThisREAD MORE,1
Quality is nice but received bended screwdriverREAD MORE,3
Quality design is dull & rate is very high in this productREAD MORE,1
GoodREAD MORE,5
Good morningREAD MORE,3
Very niceREAD MORE,5
Best productREAD MORE,5
GoodREAD MORE,3
Small but OKREAD MORE,5
GoodREAD MORE,5
GoodREAD MORE,4
AwsmREAD MORE,4
just goodREAD MORE,3
very worst qualityREAD MORE,3
Good quality productREAD MORE,5
Good quality productREAD MORE,5
OkREAD MORE,2
Delivery boy was very rout behaneREAD MORE,1
Quality very bad oru two three times only use pannalam apram no useREAD MORE,3
BestREAD MORE,5
GoodREAD MORE,5
SuperREAD MORE,5
A 32 pesREAD MORE,5
I don't happy this itemsREAD MORE,1
NiceREAD MORE,5
Good productREAD MORE,5
OnlyREAD MORE,4
Very nice productREAD MORE,4
Best productREAD MORE,5
"Waste products it's broken when I opened some screws in laptop, don't buy.READ MORE",1
Value for moneyREAD MORE,4
Value for money. Its not for professional use. Its suitable for use individualsREAD MORE,5
Real product much smaller than displayREAD MORE,3
Good productREAD MORE,5
Overall good product..READ MORE,4
Overall good product..READ MORE,4
Very powerfulREAD MORE,5
Money worthREAD MORE,5
Quality of tools are very much poorREAD MORE,2
GoodREAD MORE,4
Box broken not hanging holdREAD MORE,1
SuperREAD MORE,5
Small comfortable size and quality very goodREAD MORE,4
Very bad quality Friend Don't purchaseREAD MORE,1
Size is smallerREAD MORE,1
All are good. Well priced but magnetic are not working..READ MORE,4
Not a bad just a averageREAD MORE,4
OkREAD MORE,5
GoodREAD MORE,3
Nice Good product for home use.READ MORE,5
Good product and worthwhileREAD MORE,4
SuperREAD MORE,5
In this box all is goodREAD MORE,5
my box broken.but i keep it.because product is very nice and i got in reasonable price.READ MORE,5
Good for all small workREAD MORE,4
Very Poor qualityREAD MORE,1
Quality is good. But it should betterREAD MORE,4
Thank you FlipkartREAD MORE,5
SatisfiedREAD MORE,3
He is a poor product 👎👎👎👎👎 waste moneyREAD MORE,1
Every home should have one such toolsREAD MORE,5
Product is not goodREAD MORE,1
Happy with the productREAD MORE,5
AverageREAD MORE,2
This product is very goodREAD MORE,5
quality of product and build quality is too low! product damaged! The product I received had defects(punctured hole damaged) not returned due to urgency.READ MORE,1
Super product thanks flipkartREAD MORE,5
GoodREAD MORE,5
Thank you Flipkart useful very useful productREAD MORE,5
NiceREAD MORE,5
GoodREAD MORE,4
Dont buy..worst product..made in ChinaREAD MORE,1
A good handy tool one must have it at homeREAD MORE,4
"Magnet is not strong.,And quality is so poorIt damages while rotatingREAD MORE",1
Not badREAD MORE,2
Not badREAD MORE,2
Just okREAD MORE,5
Good productREAD MORE,5
The size of the item is not as expected. It is really small and can only used for maintenance of laptop or other small electronics devices. Since the handle doesn't provide enough leverage and the materials used are not too hard we can't be used it for heavy duty purposesREAD MORE,3
Good👍👍READ MORE,4
Quality is Poor don't buyREAD MORE,1
Nice ❤️❤️❤️❤️❤️❣️❣️❤️❤️❤️READ MORE,5
Very nice productREAD MORE,4
Not goodREAD MORE,2
Very bad product Thread is very poor material usedREAD MORE,1
Not satisfiedREAD MORE,1
OkREAD MORE,5
Very poor Don't buy this productREAD MORE,1
Verry good productREAD MORE,5
Very niceREAD MORE,5
ExcellentREAD MORE,5
BetarREAD MORE,5
Not worthREAD MORE,1
Very helpful productREAD MORE,5
Good oneREAD MORE,5
Bad products verry little waste of money 💰Don't buyREAD MORE,1
Product is not good u can use it temporarily but not more then one monthREAD MORE,1
Bast productREAD MORE,5
Nice product in affordable priceREAD MORE,5
Very much good product good package thanks to china.READ MORE,5
GoodREAD MORE,5
very bad... dont buyREAD MORE,1
NiceREAD MORE,4
ThanksREAD MORE,5
Small sticks and very good colour of staaaREAD MORE,5
Small sticks and very good colour of staaaREAD MORE,5
Product good but box damageREAD MORE,4
Very exilentREAD MORE,5
Not useless productREAD MORE,1
Super fasterREAD MORE,5
Magnet power is very lowREAD MORE,2
It's ease to use but doesn't get gripped either in screw or in screw driver shaftREAD MORE,1
NiceREAD MORE,4
"Small set, handy but pieces are loose when set. Value for moneyREAD MORE",4
SuperbREAD MORE,5
Worth every penny.READ MORE,5
Medium qualityREAD MORE,2
GoodREAD MORE,5
Best productREAD MORE,5
UsefulREAD MORE,5
"Medium quality, size short 🧲 magnet Power low for set pinREAD MORE",4
"Pdt is useful.... but quality is just average , expected a better qualityREAD MORE",3
Best qualityREAD MORE,5
"It is not a bad product, as per price , I got it for Rs 95/.You can use the product for opening small gadgets, like watches, RADIO, LAPTOPS, it cannot be used for big machinery, it does the job it is intended for. If mentained property, ( cleaning and lubricating once in while,) should avoid RUSTREAD MORE",4
Product is good....very useful.....magnet is not powerful enough to hold the attachment but product is working fine.Bought this for Rs. 69.READ MORE,4
I got damaged box.READ MORE,2
UsefulREAD MORE,4
Nice but so small this productREAD MORE,5
##Nice product 👍💚READ MORE,5
"Uses worst kind of metal, softer than cake. Buy and waste your money successfully if you want.READ MORE",1
Excellent product for very simple use. Worth for this offer price. Rating is according to price. Good product.READ MORE,5
AverageREAD MORE,1
GoodREAD MORE,3
I don't likeREAD MORE,1
ThanksREAD MORE,5
ThanksREAD MORE,5
Value for moneyREAD MORE,5
good and best productREAD MORE,1
Almost Good...READ MORE,5
Awesome product all tip are iron MattelGood qualityREAD MORE,5
Verymuch usefulREAD MORE,5
𝗻𝗶𝗰𝗲 𝗽𝗿𝗼𝗱𝘂𝗰𝘁 𝗮𝗻𝗱 𝘃𝗲𝗿𝘆 𝘂𝘀𝗲𝗳𝘂𝗹 𝗳𝗼𝗿 𝗱𝗮𝗶𝗹𝘆 𝗹𝗶𝗳𝗲 🅘︎  🅛︎🅘︎🅚︎🅔︎ 🅘︎🅣︎READ MORE,5
Very good productREAD MORE,5
Nice productREAD MORE,5
West quality un quality not satisfiedREAD MORE,1
Good product with good serviceREAD MORE,5
Very nice productREAD MORE,5
GoodREAD MORE,5
Very nice in such a cheap rateREAD MORE,5
Good productREAD MORE,5
BadREAD MORE,2
"Magnet failed to meet the expectations,other than that perfect product (value for money)READ MORE",5
Value for money product.READ MORE,5
BestREAD MORE,5
GoodREAD MORE,5
Screwdriver set very smallREAD MORE,2
BenefitREAD MORE,5
True productREAD MORE,5
Product size is smallREAD MORE,2
Good deal provide from flipkart..READ MORE,3
Good productREAD MORE,4
Very batREAD MORE,1
NiceREAD MORE,5
Very poor qualityREAD MORE,1
GoodREAD MORE,5
GoodREAD MORE,5
ExcellentREAD MORE,5
Note badREAD MORE,3
It's not supporting to all screwsREAD MORE,3
GoodREAD MORE,5
"Low metal quality, useless productREAD MORE",1
WorstREAD MORE,1
Its ok note bad.READ MORE,2
Very goodREAD MORE,5
Average quality. not so goodREAD MORE,3
OsmREAD MORE,5
GoodREAD MORE,5
Nice than productREAD MORE,4
Nice productREAD MORE,5
NiceREAD MORE,5
Good productREAD MORE,5
Good productREAD MORE,5
Good product...READ MORE,4
AverageREAD MORE,4
Good productREAD MORE,5
GoodREAD MORE,5
Bad quality chief MalREAD MORE,1
Very niceREAD MORE,5
third class i returned itREAD MORE,1
Awesome....READ MORE,3
Not Good only one time open screw by each. If You have 100rs to waste then go for it...READ MORE,1
GoodREAD MORE,4
Nice and very usefulREAD MORE,5
"Material is very weak , first time used , broken the lid of all 31 screw driverREAD MORE",1
Nice productREAD MORE,4
valu of moneyREAD MORE,3
Very good product.READ MORE,5
Good itumentREAD MORE,5
Damage productsREAD MORE,1
Vry goodREAD MORE,3
very useful product at this price range...READ MORE,4
"I received the box with broken handle, though the handle is not that important but still a bit dissatisfied after seeing a ""fassured"" product has been sent without verifying it's condition. The box is a little one with 32 tiny sized ratchets. These are not for heavy load work rather to apply on small household items. My purpose will be solved but if someone nis looking for a good all purpose with multiple ratchet screwdriver which can operate over various items then this is not that.READ MORE",3
Best productsREAD MORE,5
Worth the money spendREAD MORE,5
Outstanding product 💙 thanks flipkartREAD MORE,5
Outstanding product 💙 thanks flipkartREAD MORE,5
SuparREAD MORE,5
"I think it is useless for me,  I don't know how to use this materialREAD MORE",1
Very bad product please do not bye waist of maneyREAD MORE,1
Bad qualityREAD MORE,1
Perfect product and At great price of 90/-READ MORE,5
NICREAD MORE,5
"Super product,good packing I am 😊😊, Thank you flipkart 🌷READ MORE",5
Very nice poductREAD MORE,5
Thanks FlipkartREAD MORE,5
Quality is very PoorREAD MORE,1
Quality not assurance  damagedREAD MORE,1
Super good niceREAD MORE,5
Very low quality productREAD MORE,1
GoodREAD MORE,4
GoodREAD MORE,4
Money BastREAD MORE,1
Best productREAD MORE,5
GoodREAD MORE,5
Very low quality productREAD MORE,2
No coolREAD MORE,1
It is not use for other things except small objectsREAD MORE,1
GoodREAD MORE,5
A1 product thanks filipkartREAD MORE,5
I give it 3 star because it is too smallREAD MORE,3
AverageREAD MORE,5
Value for moneyREAD MORE,5
NiceREAD MORE,5
Good product.READ MORE,4
NiceREAD MORE,4
Good products in this price..READ MORE,5
Not bad product but build quality is not so good. I got this product at Rs. 99 only so for me it's just okay.READ MORE,3
Not badREAD MORE,5
Not badREAD MORE,4
Very nice product in value 85 rupeesREAD MORE,4
"Ok, but box is not so good hence taking 1 start. Attachments keep falling inside the box, though the box has holder type locks, they do not work all the time.READ MORE",4
So bad hREAD MORE,1
very Bad poductREAD MORE,1
BadREAD MORE,1
Very goodREAD MORE,5
Suppar very goodREAD MORE,5
This product very smallREAD MORE,2
GoodREAD MORE,5
Nice this productREAD MORE,3
GoodREAD MORE,5
Nice productREAD MORE,3
GoodREAD MORE,3
Nice and good for use good roduct in this  prizeREAD MORE,5
Good productREAD MORE,4
NormalREAD MORE,2
NormalREAD MORE,2
